Unnamed: 0,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name,display_assets_url
10,CID_152_Athena_Commando_F_CarbideOrange,Criterion,Unwavering dedication.,,2000,,False,False,False,2018-07-06,2024-12-15,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_152_Athena_Commando_F_CarbideOrange,"['Cosmetics.Set.CarbideOrangeFemale', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.4', 'SoundLibrary.ID.StepType.BootsMetal', 'SoundLibrary.ID.ClothingType.Robot', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-05-01,1.6.0,https://media.fortniteapi.io/images/f147878-1ed75cf-713d7c6-3dde3b2/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f147878-1ed75cf-713d7c6-3dde3b2/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f147878-1ed75cf-713d7c6-3dde3b2/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f147878-1ed75cf-713d7c6-3dde3b2/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_152_athena_commando_f_carbideorange.png,https://media.fortniteapi.io/images/icons/beans/cid_152_athena_commando_f_carbideorange.png,CarbideOrangeFemale,Criterion,Part of the Criterion set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/BattleRoyale/DAv2_CID_152_F_CardbideOrange/MI_CID_152_F_CardbideOrange.png
11,CID_069_Athena_Commando_F_PinkBear,Cuddle Team Leader,Hug it out.,,2000,,False,False,False,2018-02-10,2025-04-22,0.0,,,/Game/Athena/Items/Cosmetics/Characters/CID_069_Athena_Commando_F_PinkBear,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.RoyaleHearts', 'Cosmetics.Filter.Season.2', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.HandType.Glove', 'SoundLibrary.ID.ClothingType.GearTactical']",[],,outfit,Outfit,Legendary,LEGENDARY,2017-12-14,1.6.0,https://media.fortniteapi.io/images/c3a4196-e107207-a617cec-ef48916/transparent.png,https://media.fortniteapi.io/images/c3a4196-e107207-a617cec-ef48916/full_featured.png,https://media.fortniteapi.io/images/cosmetics/c3a4196-e107207-a617cec-ef48916/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c3a4196-e107207-a617cec-ef48916/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c3a4196-e107207-a617cec-ef48916/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_069_athena_commando_f_pinkbear.png,https://media.fortniteapi.io/images/icons/beans/cid_069_athena_commando_f_pinkbear.png,RoyaleHearts,Royale Hearts,Part of the Royale Hearts set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_069_F_PinkBear/MI_0.png
12,CID_105_Athena_Commando_F_SpaceBlack,Dark Vanguard,Exploring the outer limits.,,2000,,False,False,False,2018-04-08,2025-03-30,0.0,,,/Game/Athena/Items/Cosmetics/Characters/CID_105_Athena_Commando_F_SpaceBlack,"['Cosmetics.Set.SpaceExplorers', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.3', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-02-22,1.6.0,https://media.fortniteapi.io/images/3a73cab-749e26d-b54e8c5-505b5e4/transparent.png,https://media.fortniteapi.io/images/3a73cab-749e26d-b54e8c5-505b5e4/full_featured.png,https://media.fortniteapi.io/images/cosmetics/3a73cab-749e26d-b54e8c5-505b5e4/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3a73cab-749e26d-b54e8c5-505b5e4/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3a73cab-749e26d-b54e8c5-505b5e4/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_105_athena_commando_f_spaceblack.png,https://media.fortniteapi.io/images/icons/beans/cid_105_athena_commando_f_spaceblack.png,SpaceExplorers,Space Explorers,Part of the Space Explorers set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_105_F_SpaceBlack/MI_0.png
13,CID_088_Athena_Commando_M_SpaceBlack,Dark Voyager,From the vast darkness of deep space.,,0,,False,False,False,,,0.01,,,/Game/Athena/Items/Cosmetics/Characters/CID_088_Athena_Commando_M_SpaceBlack,"['Cosmetics.Source.Season3.BattlePass.Paid', 'Cosmetics.Set.SpaceExplorers', 'Cosmetics.Filter.Season.3', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-02-22,1.6.0,https://media.fortniteapi.io/images/99cd2ba-e442355-3eb9ee5-c8842d1/transparent.png,,https://media.fortniteapi.io/images/cosmetics/99cd2ba-e442355-3eb9ee5-c8842d1/v2/background.png,https://media.fortniteapi.io/images/cosmetics/99cd2ba-e442355-3eb9ee5-c8842d1/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/99cd2ba-e442355-3eb9ee5-c8842d1/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_088_athena_commando_m_spaceblack.png,https://media.fortniteapi.io/images/icons/beans/cid_088_athena_commando_m_spaceblack.png,SpaceExplorers,Space Explorers,Part of the Space Explorers set.,3.0,70.0,,paid,Chapter 1,Season 3,Chapter 1 - Season 3,Battle Pass,,,,,,,,,,,,,,,,,,,,
14,CID_250_Athena_Commando_M_EvilCowboy,Deadfire,"This town ain't big enough...
Reactive: Transforms by dealing damage, or by outliving other players.",,2000,,False,False,True,2018-10-24,2025-04-28,0.0,,,/Game/Athena/Items/Cosmetics/Characters/CID_250_Athena_Commando_M_EvilCowboy,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.Cowgirl', 'Cosmetics.UserFacingFlags.Reactive', 'Cosmetics.Filter.Season.6', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.ShoesDress', 'SoundLibrary.ID.ClothingType.ArmorLeather', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-09-27,1.6.0,https://media.fortniteapi.io/images/1e2191f-e474727-38e6ab6-8b343fc/transparent.png,https://media.fortniteapi.io/images/1e2191f-e474727-38e6ab6-8b343fc/full_featured.png,https://media.fortniteapi.io/images/cosmetics/1e2191f-e474727-38e6ab6-8b343fc/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1e2191f-e474727-38e6ab6-8b343fc/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1e2191f-e474727-38e6ab6-8b343fc/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_250_athena_commando_m_evilcowboy.png,https://media.fortniteapi.io/images/icons/beans/cid_250_athena_commando_m_evilcowboy.png,Cowgirl,Western Wilds,Part of the Western Wilds set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_250_M_EvilCowboy/MI_0.png
15,CID_230_Athena_Commando_M_Werewolf,Dire,Leader of the pack.,,0,,False,False,False,,,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_230_Athena_Commando_M_Werewolf,"['Cosmetics.Source.Season6.BattlePass.Paid', 'Cosmetics.Set.Werewolf', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.6', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-09-27,1.6.0,https://media.fortniteapi.io/images/760dec5-5490e79-e1a9664-34bd3bb/transparent.png,,https://media.fortniteapi.io/images/cosmetics/760dec5-5490e79-e1a9664-34bd3bb/v2/background.png,https://media.fortniteapi.io/images/cosmetics/760dec5-5490e79-e1a9664-34bd3bb/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/760dec5-5490e79-e1a9664-34bd3bb/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_230_athena_commando_m_werewolf.png,https://media.fortniteapi.io/images/icons/beans/cid_230_athena_commando_m_werewolf.png,Werewolf,Full Moon,Part of the Full Moon set.,6.0,100.0,,paid,Chapter 1,Season 6,Chapter 1 - Season 6,Battle Pass,,,,,,,,,,,,,,,,,,,,
16,CID_308_Athena_Commando_F_FortniteDJ,DJ Bop,Lose yourself in the beat.,,2000,,False,False,False,2019-01-01,2024-12-31,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_308_Athena_Commando_F_FortniteDJ,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.FortniteDJ', 'Cosmetics.Filter.Season.7', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/bac52c7-d6c39d5-ec60147-709d929/transparent.png,,https://media.fortniteapi.io/images/cosmetics/bac52c7-d6c39d5-ec60147-709d929/v2/background.png,https://media.fortniteapi.io/images/cosmetics/bac52c7-d6c39d5-ec60147-709d929/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/bac52c7-d6c39d5-ec60147-709d929/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_308_athena_commando_f_fortnitedj.png,https://media.fortniteapi.io/images/icons/beans/cid_308_athena_commando_f_fortnitedj.png,FortniteDJ,Twin Turntables,Part of the Twin Turntables set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_308_F_FortniteDj/MI_0.png
17,CID_161_Athena_Commando_M_Drift,Drift,"Journey into the unknown, and find your way to victory.",,0,,False,False,False,,,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_161_Athena_Commando_M_Drift,"['Cosmetics.Set.Drift', 'Cosmetics.Source.Season5.BattlePass.Paid', 'Cosmetics.UserFacingFlags.HasUpgradeQuests', 'Cosmetics.Filter.Season.5', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-07-11,1.6.0,https://media.fortniteapi.io/images/7f9866e-d6c6e26-4ee22c0-9febbb5/transparent.png,,https://media.fortniteapi.io/images/cosmetics/7f9866e-d6c6e26-4ee22c0-9febbb5/v2/background.png,https://media.fortniteapi.io/images/cosmetics/7f9866e-d6c6e26-4ee22c0-9febbb5/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/7f9866e-d6c6e26-4ee22c0-9febbb5/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_161_athena_commando_m_drift.png,https://media.fortniteapi.io/images/icons/beans/cid_161_athena_commando_m_drift.png,Drift,Drift,Part of the Drift set.,5.0,1.0,,paid,Chapter 1,Season 5,Chapter 1 - Season 5,Battle Pass,,,,,,,,,,,,,,,,,,,,
18,CID_200_Athena_Commando_M_DarkPaintballer,Enforcer,Balance and order must be restored.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_200_Athena_Commando_M_DarkPaintballer,"['Cosmetics.Source.Season5.BattlePass.Paid', 'Cosmetics.Filter.Season.5', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.HandType.Glove', 'SoundLibrary.ID.ClothingType.ArmorMetal', 'Cosmetics.FrontEndPose.DontCrossArms']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-07-11,1.6.0,https://media.fortniteapi.io/images/279c7ba-f505255-0aa8c77-f84c036/transparent.png,,https://media.fortniteapi.io/images/cosmetics/279c7ba-f505255-0aa8c77-f84c036/v2/background.png,https://media.fortniteapi.io/images/cosmetics/279c7ba-f505255-0aa8c77-f84c036/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/279c7ba-f505255-0aa8c77-f84c036/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_200_athena_commando_m_darkpaintballer.png,https://media.fortniteapi.io/images/icons/beans/cid_200_athena_commando_m_darkpaintballer.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CID_174_Athena_Commando_F_CarbideWhite,Eon,Timeless design.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_174_Athena_Commando_F_CarbideWhite,"['Cosmetics.Source.Promo', 'Cosmetics.Set.CarbideWhite', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.6', 'SoundLibrary.ID.StepType.BootsMetal', 'SoundLibrary.ID.ClothingType.Robot', 'SoundLibrary.ID.HandType.Robot']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-09-27,1.6.0,https://media.fortniteapi.io/images/ef6502d-f7ed2d2-7e4e7ad-c2864d9/transparent.png,,https://media.fortniteapi.io/images/cosmetics/ef6502d-f7ed2d2-7e4e7ad-c2864d9/v2/background.png,https://media.fortniteapi.io/images/cosmetics/ef6502d-f7ed2d2-7e4e7ad-c2864d9/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/ef6502d-f7ed2d2-7e4e7ad-c2864d9/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_174_athena_commando_f_carbidewhite.png,https://media.fortniteapi.io/images/icons/beans/cid_174_athena_commando_f_carbidewhite.png,CarbideWhite,Eon,Part of the Eon set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_174_f_CarbideWhite/MI_0.png
20,CID_343_Athena_Commando_M_CupidDark,Fallen Love Ranger,Love hurts.,,0,,False,False,False,2019-08-19,2020-07-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_343_Athena_Commando_M_CupidDark,"['Cosmetics.Set.RoyaleHearts', 'Cosmetics.Source.RMT.LoveRanger', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.7', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/0ae565c-bb4c7b5-caaed4a-b003673/transparent.png,,https://media.fortniteapi.io/images/cosmetics/0ae565c-bb4c7b5-caaed4a-b003673/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0ae565c-bb4c7b5-caaed4a-b003673/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0ae565c-bb4c7b5-caaed4a-b003673/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_343_athena_commando_m_cupiddark.png,https://media.fortniteapi.io/images/icons/beans/cid_343_athena_commando_m_cupiddark.png,RoyaleHearts,Royale Hearts,Part of the Royale Hearts set.,,,,,,,,,,CUBESeries,DARK SERIES,,,,,,,,,,,,,,,,,
21,CID_143_Athena_Commando_F_DarkNinja,Fate,Prepare to meet your fate.,,2000,,False,False,False,2018-06-24,2024-12-09,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_143_Athena_Commando_F_DarkNinja,"['Cosmetics.Set.DarkEagle', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.4', 'SoundLibrary.ID.StepType.BootsHeeled', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.FrontEndPose.IsRebirth']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-05-01,1.6.0,https://media.fortniteapi.io/images/4c06864-58fe7f1-07a075c-848df80/transparent.png,,https://media.fortniteapi.io/images/cosmetics/4c06864-58fe7f1-07a075c-848df80/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4c06864-58fe7f1-07a075c-848df80/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4c06864-58fe7f1-07a075c-848df80/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_143_athena_commando_f_darkninja.png,https://media.fortniteapi.io/images/icons/beans/cid_143_athena_commando_f_darkninja.png,DarkEagle,Overseer,Part of the Overseer set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_143_f_DarkNinja/MI_0.png
22,CID_132_Athena_Commando_M_Venus,Flytrap,Deviously inescapable.,,2000,,False,False,False,2018-06-10,2025-02-11,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_132_Athena_Commando_M_Venus,"['Cosmetics.Set.Venus', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.4', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Scales', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-05-01,1.6.0,https://media.fortniteapi.io/images/173de1e-5d4c11c-31c10f9-13bb3a5/transparent.png,,https://media.fortniteapi.io/images/cosmetics/173de1e-5d4c11c-31c10f9-13bb3a5/v2/background.png,https://media.fortniteapi.io/images/cosmetics/173de1e-5d4c11c-31c10f9-13bb3a5/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/173de1e-5d4c11c-31c10f9-13bb3a5/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_132_athena_commando_m_venus.png,https://media.fortniteapi.io/images/icons/beans/cid_132_athena_commando_m_venus.png,Venus,Flytrap,Part of the Flytrap set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_132_M_Venus/MI_0.png
23,CID_261_Athena_Commando_M_RaptorArcticCamo,Frostbite,Brave the cold.,,0,,False,False,False,2019-08-19,2020-07-10,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_261_Athena_Commando_M_RaptorArcticCamo,"['Cosmetics.Source.Promo', 'Cosmetics.Set.RaptorArcticCamo', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.6', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-09-27,1.6.0,https://media.fortniteapi.io/images/1d49109-cb76d4f-248b7bf-e566d6b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/1d49109-cb76d4f-248b7bf-e566d6b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1d49109-cb76d4f-248b7bf-e566d6b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1d49109-cb76d4f-248b7bf-e566d6b/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_261_athena_commando_m_raptorarcticcamo.png,https://media.fortniteapi.io/images/icons/beans/cid_261_athena_commando_m_raptorarcticcamo.png,RaptorArcticCamo,Deep Freeze,Part of the Deep Freeze set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CID_295_Athena_Commando_M_CupidWinter,Frozen Love Ranger,Aim for the cold-hearted.,,0,,False,False,False,2019-08-19,2020-07-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_295_Athena_Commando_M_CupidWinter,"['Cosmetics.Set.FrozenLegends', 'Cosmetics.Source.RMT.FrozenLegends', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.7', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/72436dd-99aa2bd-1fff333-861cbd6/transparent.png,,https://media.fortniteapi.io/images/cosmetics/72436dd-99aa2bd-1fff333-861cbd6/v2/background.png,https://media.fortniteapi.io/images/cosmetics/72436dd-99aa2bd-1fff333-861cbd6/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/72436dd-99aa2bd-1fff333-861cbd6/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_295_athena_commando_m_cupidwinter.png,https://media.fortniteapi.io/images/icons/beans/cid_295_athena_commando_m_cupidwinter.png,FrozenLegends,Frozen Legends,Part of the Frozen Legends set.,,,,,,,,,,FrozenSeries,Frozen Series,,,,,,,,,,,,,,,,,
25,CID_293_Athena_Commando_M_RavenWinter,Frozen Raven,Brooding master of frozen feathers.,,0,,False,False,False,2019-08-19,2020-07-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_293_Athena_Commando_M_RavenWinter,"['Cosmetics.Set.FrozenLegends', 'Cosmetics.Source.RMT.FrozenLegends', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.7', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/0d48805-fffd593-0bc433a-bce6c4e/transparent.png,,https://media.fortniteapi.io/images/cosmetics/0d48805-fffd593-0bc433a-bce6c4e/v2/background.png,https://media.fortniteapi.io/images/cosmetics/0d48805-fffd593-0bc433a-bce6c4e/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/0d48805-fffd593-0bc433a-bce6c4e/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_293_athena_commando_m_ravenwinter.png,https://media.fortniteapi.io/images/icons/beans/cid_293_athena_commando_m_ravenwinter.png,FrozenLegends,Frozen Legends,Part of the Frozen Legends set.,,,,,,,,,,FrozenSeries,Frozen Series,,,,,,,,,,,,,,,,,
26,CID_294_Athena_Commando_F_RedKnightWinter,Frozen Red Knight,Frozen menace of icy tundra.,,0,,False,False,False,2019-08-19,2020-07-10,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_294_Athena_Commando_F_RedKnightWinter,"['Cosmetics.Source.RMT.FrozenLegends', 'Cosmetics.Set.FrozenLegends', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.7', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.ArmorMetal', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/ffb6dfe-af7cd7d-1782ad9-480ba48/transparent.png,,https://media.fortniteapi.io/images/cosmetics/ffb6dfe-af7cd7d-1782ad9-480ba48/v2/background.png,https://media.fortniteapi.io/images/cosmetics/ffb6dfe-af7cd7d-1782ad9-480ba48/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/ffb6dfe-af7cd7d-1782ad9-480ba48/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_294_athena_commando_f_redknightwinter.png,https://media.fortniteapi.io/images/icons/beans/cid_294_athena_commando_f_redknightwinter.png,FrozenLegends,Frozen Legends,Part of the Frozen Legends set.,,,,,,,,,,FrozenSeries,Frozen Series,,,,,,,,,,,,,,,,,
27,CID_298_Athena_Commando_F_IceMaiden,Glimmer,Elegantly reclaiming winter's crown.,,2000,,False,False,False,2018-12-25,2024-12-31,0.0,,,/Game/Athena/Items/Cosmetics/Characters/CID_298_Athena_Commando_F_IceMaiden,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.IceMaiden', 'Cosmetics.Filter.Season.7', 'SoundLibrary.ID.StepType.ShoesDress', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.FrontEndPose.DontHandsOnHips']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-12-06,1.6.0,https://media.fortniteapi.io/images/985fb33-1bb4d71-a72c147-9d83ad1/transparent.png,https://media.fortniteapi.io/images/985fb33-1bb4d71-a72c147-9d83ad1/full_featured.png,https://media.fortniteapi.io/images/cosmetics/985fb33-1bb4d71-a72c147-9d83ad1/v2/background.png,https://media.fortniteapi.io/images/cosmetics/985fb33-1bb4d71-a72c147-9d83ad1/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/985fb33-1bb4d71-a72c147-9d83ad1/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_298_athena_commando_f_icemaiden.png,https://media.fortniteapi.io/images/icons/beans/cid_298_athena_commando_f_icemaiden.png,IceMaiden,Winter Wonderland,Part of the Winter Wonderland set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_298_F_IceMaiden/MI_0.png
28,CID_089_Athena_Commando_M_RetroGrey,Havoc,Striking fear into the opposition.,,0,,False,False,False,,,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_089_Athena_Commando_M_RetroGrey,"['Cosmetics.Source.Granted.Twitch', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.3', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Legendary,LEGENDARY,2018-02-22,1.6.0,https://media.fortniteapi.io/images/30c48e9-653d8e7-02bb621-1ad8e31/transparent.png,,https://media.fortniteapi.io/images/cosmetics/30c48e9-653d8e7-02bb621-1ad8e31/v2/background.png,https://media.fortniteapi.io/images/cosmetics/30c48e9-653d8e7-02bb621-1ad8e31/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/30c48e9-653d8e7-02bb621-1ad8e31/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_089_athena_commando_m_retrogrey.png,https://media.fortniteapi.io/images/icons/beans/cid_089_athena_commando_m_retrogrey.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
